loss,mape,val_loss,val_mape
0.06730126589536667,1030963.6875,0.032462261617183685,435.68341064453125
0.026681724935770035,671681.875,0.008515500463545322,236.51905822753906
0.011678109876811504,380498.4375,0.007644325494766235,164.16012573242188
0.01037097442895174,249774.5625,0.005135491024702787,78.17149353027344
0.009662109427154064,241888.71875,0.008073207922279835,78.69203186035156
0.009650678373873234,298997.21875,0.011933445930480957,62.60856246948242
0.009882910177111626,226092.953125,0.0036284732632339,104.86869812011719
0.009105613455176353,276264.5625,0.009021623060107231,162.4065704345703
0.009170993231236935,294602.4375,0.004038382787257433,97.05074310302734
0.008976193144917488,235093.171875,0.004844647366553545,64.2539291381836
0.008518308401107788,236615.15625,0.004214061889797449,71.45640563964844
0.008097859099507332,261068.65625,0.008974208496510983,48.74443817138672
0.008387606590986252,213390.515625,0.003939184360206127,74.9417953491211
0.00813975278288126,223671.359375,0.0030472599901258945,95.0539779663086
0.0076332492753863335,218290.1875,0.0060208626091480255,69.36255645751953
0.007352839689701796,214731.5,0.0033985297195613384,64.30805969238281
0.0072908829897642136,264500.78125,0.0042154197581112385,115.46408081054688
0.006759009324014187,248853.203125,0.004294617101550102,51.25676727294922
0.006636823993176222,203370.171875,0.003607808379456401,70.30750274658203
0.007017493713647127,216422.703125,0.004382847808301449,133.5494384765625
0.00633755000308156,222505.328125,0.005581223871558905,119.0063705444336
0.005832947324961424,202131.515625,0.003510968293994665,113.59782409667969
0.005936975125223398,239564.625,0.003141065128147602,114.36080169677734
0.005551731213927269,249217.265625,0.0030686536338180304,76.85421752929688
0.005233085714280605,176418.328125,0.006016160827130079,168.45855712890625
0.005208720453083515,217412.265625,0.004982421174645424,79.35700225830078
0.004904166795313358,155444.96875,0.013363401405513287,179.27264404296875
0.00512839388102293,201134.390625,0.0024623521603643894,70.80651092529297
0.004392649512737989,184573.03125,0.004273346159607172,95.26142120361328
0.004635434132069349,188032.28125,0.005930389277637005,44.808021545410156
0.0044722710736095905,156488.359375,0.0037471435498446226,119.70257568359375
0.004303005989640951,186922.09375,0.002744847210124135,45.41159439086914
0.004791879095137119,187375.765625,0.005458027124404907,55.750640869140625
0.0039549702778458595,210994.765625,0.002702580066397786,51.09764862060547
0.004289691802114248,205489.125,0.0027582759503275156,59.299560546875
0.0043616751208901405,176951.296875,0.0047564879059791565,40.33640670776367
0.004080020822584629,190064.84375,0.005643603391945362,101.00785064697266
0.004052876494824886,225734.296875,0.0030997227877378464,40.52595901489258
0.004158916417509317,163204.359375,0.003918510861694813,100.23663330078125
0.0040942770428955555,174051.234375,0.00590894790366292,88.9845199584961
0.0039422595873475075,195868.703125,0.003264075145125389,58.570438385009766
0.003858905751258135,174945.484375,0.002789122052490711,52.500389099121094
0.0036789339501410723,190967.265625,0.00315308035351336,51.94459915161133
0.003954259213060141,164567.25,0.002894815057516098,68.7425308227539
0.0037034491542726755,175803.140625,0.005081768147647381,41.74848556518555
0.0038517764769494534,147193.53125,0.009532347321510315,49.579952239990234
0.0040219370275735855,163202.140625,0.003905595513060689,68.70146179199219
0.0037088969256728888,160353.359375,0.003140712156891823,52.104583740234375
0.003826811211183667,168346.359375,0.002722404198721051,51.96476364135742
0.0037708475720137358,167098.3125,0.0027656122110784054,49.43716049194336
0.003663012757897377,137893.296875,0.0045049455948174,31.695411682128906
0.00368647207506001,158029.546875,0.003146654926240444,30.89081573486328
0.0038075707852840424,152505.15625,0.003215337870642543,71.32405853271484
0.0035314131528139114,185471.515625,0.0051834178157150745,71.63768005371094
0.0037006197962909937,162292.515625,0.0045336512848734856,32.14796829223633
0.0035915151238441467,158179.859375,0.007881633006036282,49.107757568359375
0.0036808571312576532,141011.1875,0.004514020401984453,45.391658782958984
0.003571003908291459,148047.578125,0.003274055663496256,28.68239402770996
0.0035586166195571423,154598.953125,0.003605874953791499,50.85953903198242
0.003332886379212141,149276.59375,0.005701725836843252,45.67216491699219
0.0035941211972385645,164889.75,0.005807796027511358,34.18417739868164
0.003360456321388483,160317.1875,0.004706126172095537,123.58242797851562
0.0036908509209752083,163096.21875,0.003966229967772961,53.700862884521484
0.0036741504445672035,163306.84375,0.0028918066527694464,56.337425231933594
0.0034407521598041058,170481.609375,0.006231832318007946,45.972694396972656
0.003401497844606638,146922.875,0.004790049046278,46.64403533935547
0.0034826023038476706,155857.0,0.0035474752075970173,42.05083465576172
0.0033994228579103947,168650.25,0.002958443947136402,57.4444465637207
0.0032776296138763428,158291.921875,0.0035971112083643675,29.120962142944336
